Times,MAIN_PNL_PX.1,MAIN_PNL_MX.1,MAIN_PNL_PY.1,MAIN_PNL_MY.1,MAIN_PNL_PZ.1,MAIN_PNL_MZ.1,MAIN_PNL_MY.20001
22280.,19.43042,19.29007,40.10124,21.02067,40.40877,-17.47631,-35.13463
22290.,19.43068,19.29034,40.10145,21.02094,40.40898,-17.47607,-35.13441
22300.,19.43095,19.29061,40.10166,21.02121,40.4092,-17.47584,-35.13419
22310.,19.43122,19.29087,40.10188,21.02148,40.40941,-17.47561,-35.13397
22320.,19.43148,19.29114,40.10209,21.02175,40.40962,-17.47538,-35.13376
22330.,19.43175,19.29141,40.1023,21.02202,40.40983,-17.47516,-35.13354
22340.,19.43202,19.29167,40.10251,21.02228,40.41004,-17.47493,-35.13332
22350.,19.43228,19.29194,40.10272,21.02255,40.41025,-17.4747,-35.13311
22360.,19.43255,19.2922,40.10293,21.02282,40.41046,-17.47447,-35.13289
22370.,19.43281,19.29247,40.10314,21.02308,40.41067,-17.47424,-35.13267
22380.,19.43307,19.29273,40.10335,21.02335,40.41088,-17.47401,-35.13246
22390.,19.43334,19.293,40.10356,21.02362,40.41109,-17.47379,-35.13224
22400.,19.4336,19.29326,40.10377,21.02388,40.4113,-17.47356,-35.13203
22410.,19.43386,19.29352,40.10398,21.02415,40.41151,-17.47333,-35.13181
22420.,19.43413,19.29379,40.10419,21.02441,40.41172,-17.47311,-35.1316
22430.,19.43439,19.29405,40.1044,21.02468,40.41193,-17.47288,-35.13139
22440.,19.43465,19.29431,40.10461,21.02494,40.41214,-17.47265,-35.13117
22450.,19.43491,19.29458,40.10482,21.0252,40.41234,-17.47243,-35.13096
22460.,19.43517,19.29484,40.10502,21.02547,40.41255,-17.4722,-35.13075
22470.,19.43544,19.2951,40.10523,21.02573,40.41276,-17.47198,-35.13053
22480.,19.4357,19.29536,40.10544,21.02599,40.41297,-17.47175,-35.13032
22490.,19.43596,19.29562,40.10565,21.02625,40.41317,-17.47153,-35.13011
22500.,19.43622,19.29588,40.10585,21.02652,40.41338,-17.4713,-35.1299
22510.,19.43648,19.29614,40.10606,21.02678,40.41359,-17.47108,-35.12968
22520.,19.43674,19.2964,40.10627,21.02704,40.41379,-17.47086,-35.12947
22530.,19.43699,19.29666,40.10647,21.0273,40.414,-17.47063,-35.12926
22540.,19.43725,19.29692,40.10668,21.02756,40.4142,-17.47041,-35.12905
22550.,19.43751,19.29718,40.10688,21.02782,40.41441,-17.47019,-35.12884
22560.,19.43777,19.29744,40.10709,21.02808,40.41461,-17.46996,-35.12863
22570.,19.43803,19.29769,40.10729,21.02834,40.41482,-17.46974,-35.12842
22580.,19.43828,19.29795,40.1075,21.0286,40.41502,-17.46952,-35.12821
22590.,19.43854,19.29821,40.1077,21.02886,40.41523,-17.4693,-35.128
22600.,19.4388,19.29846,40.10791,21.02911,40.41543,-17.46908,-35.12779
22610.,19.43905,19.29872,40.10811,21.02937,40.41563,-17.46886,-35.12758
22620.,19.43931,19.29898,40.10832,21.02963,40.41584,-17.46864,-35.12737
22630.,19.43956,19.29923,40.10852,21.02989,40.41604,-17.46842,-35.12717
22640.,19.43982,19.29949,40.10872,21.03014,40.41624,-17.4682,-35.12696
22650.,19.44007,19.29974,40.10893,21.0304,40.41645,-17.46798,-35.12675
22660.,19.44033,19.3,40.10913,21.03066,40.41665,-17.46776,-35.12654
22670.,19.44058,19.30025,40.10933,21.03091,40.41685,-17.46754,-35.12634
22680.,19.44084,19.30051,40.10953,21.03117,40.41705,-17.46732,-35.12613
22690.,19.44109,19.30076,40.10973,21.03142,40.41725,-17.4671,-35.12592
22700.,19.44134,19.30102,40.10994,21.03168,40.41746,-17.46688,-35.12572
22710.,19.4416,19.30127,40.11014,21.03193,40.41766,-17.46666,-35.12551
22720.,19.44185,19.30152,40.11034,21.03219,40.41786,-17.46645,-35.1253
22730.,19.4421,19.30177,40.11054,21.03244,40.41806,-17.46623,-35.1251
22740.,19.44235,19.30203,40.11074,21.0327,40.41826,-17.46601,-35.12489
22750.,19.44261,19.30228,40.11094,21.03295,40.41846,-17.46579,-35.12469
22760.,19.44286,19.30253,40.11114,21.0332,40.41866,-17.46558,-35.12448
22770.,19.44311,19.30278,40.11134,21.03346,40.41886,-17.46536,-35.12428
22780.,19.44336,19.30303,40.11154,21.03371,40.41906,-17.46515,-35.12407
22790.,19.44361,19.30328,40.11174,21.03396,40.41925,-17.46493,-35.12387
22800.,19.44386,19.30353,40.11194,21.03421,40.41945,-17.46471,-35.12367
22810.,19.44411,19.30378,40.11213,21.03446,40.41965,-17.4645,-35.12346
22820.,19.44436,19.30403,40.11233,21.03471,40.41985,-17.46428,-35.12326
22830.,19.44461,19.30428,40.11253,21.03496,40.42005,-17.46407,-35.12306
22840.,19.44485,19.30453,40.11273,21.03522,40.42025,-17.46385,-35.12285
22850.,19.4451,19.30478,40.11293,21.03547,40.42044,-17.46364,-35.12265
22860.,19.44535,19.30503,40.11312,21.03571,40.42064,-17.46343,-35.12245
22870.,19.4456,19.30527,40.11332,21.03596,40.42084,-17.46321,-35.12225
22880.,19.44585,19.30552,40.11352,21.03621,40.42103,-17.463,-35.12205
22890.,19.44609,19.30577,40.11371,21.03646,40.42123,-17.46279,-35.12184
22900.,19.44634,19.30602,40.11391,21.03671,40.42143,-17.46257,-35.12164
22910.,19.44658,19.30626,40.11411,21.03696,40.42162,-17.46236,-35.12144
22920.,19.44683,19.30651,40.1143,21.03721,40.42182,-17.46215,-35.12124
22930.,19.44708,19.30676,40.1145,21.03745,40.42201,-17.46194,-35.12104
22940.,19.44732,19.307,40.11469,21.0377,40.42221,-17.46173,-35.12084
22950.,19.44757,19.30725,40.11489,21.03795,40.4224,-17.46152,-35.12064
22960.,19.44781,19.30749,40.11508,21.03819,40.4226,-17.4613,-35.12044
22970.,19.44806,19.30774,40.11528,21.03844,40.42279,-17.46109,-35.12024
22980.,19.4483,19.30798,40.11547,21.03869,40.42298,-17.46088,-35.12004
22990.,19.44854,19.30822,40.11567,21.03893,40.42318,-17.46067,-35.11985
